Subject,Condition,X2,T2,X1,T1,LaterOptionChosen
52,1,8,365,10,0,0
52,1,10,365,10,0,0
52,1,12,365,10,0,0
52,1,14,365,10,0,0
52,1,16,365,10,0,0
52,1,18,365,10,0,0
52,1,-2,365,-10,0,1
52,1,-4,365,-10,0,1
52,1,-6,365,-10,0,1
52,1,-8,365,-10,0,1
52,1,-10,365,-10,0,0
52,1,-12,365,-10,0,0
52,1,-14,365,-10,0,0
52,1,-16,365,-10,0,0
52,1,-18,365,-10,0,0
53,1,2,365,10,0,0
53,1,4,365,10,0,0
53,1,6,365,10,0,0
53,1,8,365,10,0,0
53,1,10,365,10,0,0
53,1,12,365,10,0,0
53,1,14,365,10,0,0
53,1,16,365,10,0,0
53,1,18,365,10,0,0
53,1,-2,365,-10,0,0
53,1,-4,365,-10,0,0
53,1,-6,365,-10,0,0
53,1,-8,365,-10,0,0
53,1,-10,365,-10,0,0
53,1,-12,365,-10,0,0
53,1,-14,365,-10,0,0
53,1,-16,365,-10,0,0
53,1,-18,365,-10,0,0
54,1,2,365,10,0,0
54,1,4,365,10,0,0
54,1,6,365,10,0,0
54,1,8,365,10,0,0
54,1,10,365,10,0,0
54,1,12,365,10,0,0
54,1,14,365,10,0,0
54,1,16,365,10,0,0
54,1,18,365,10,0,0
54,1,-2,365,-10,0,0
54,1,-4,365,-10,0,0
54,1,-6,365,-10,0,0
54,1,-8,365,-10,0,0
54,1,-10,365,-10,0,0
54,1,-12,365,-10,0,0
54,1,-14,365,-10,0,0
54,1,-16,365,-10,0,0
54,1,-18,365,-10,0,0
55,1,2,365,10,0,0
55,1,4,365,10,0,0
55,1,6,365,10,0,0
55,1,8,365,10,0,0
55,1,10,365,10,0,0
55,1,12,365,10,0,0
55,1,14,365,10,0,0
55,1,16,365,10,0,0
55,1,18,365,10,0,1
55,1,-2,365,-10,0,1
55,1,-4,365,-10,0,1
55,1,-6,365,-10,0,1
55,1,-8,365,-10,0,1
55,1,-10,365,-10,0,0
55,1,-12,365,-10,0,0
55,1,-14,365,-10,0,0
55,1,-16,365,-10,0,0
55,1,-18,365,-10,0,0
56,1,2,365,10,0,0
56,1,4,365,10,0,0
56,1,6,365,10,0,0
56,1,8,365,10,0,0
56,1,10,365,10,0,0
56,1,12,365,10,0,1
56,1,14,365,10,0,1
56,1,16,365,10,0,1
56,1,18,365,10,0,1
56,1,-2,365,-10,0,1
56,1,-4,365,-10,0,1
56,1,-6,365,-10,0,1
56,1,-8,365,-10,0,1
56,1,-10,365,-10,0,1
56,1,-12,365,-10,0,0
56,1,-14,365,-10,0,0
56,1,-16,365,-10,0,0
56,1,-18,365,-10,0,0
57,1,2,365,10,0,0
57,1,4,365,10,0,0
57,1,6,365,10,0,0
57,1,8,365,10,0,0
57,1,10,365,10,0,0
57,1,12,365,10,0,0
57,1,14,365,10,0,0
57,1,16,365,10,0,0
57,1,18,365,10,0,0
57,1,-2,365,-10,0,0
57,1,-4,365,-10,0,0
57,1,-6,365,-10,0,0
57,1,-8,365,-10,0,0
57,1,-10,365,-10,0,0
57,1,-12,365,-10,0,0
57,1,-14,365,-10,0,0
57,1,-16,365,-10,0,0
57,1,-18,365,-10,0,0
58,1,2,365,10,0,0
58,1,4,365,10,0,0
58,1,6,365,10,0,0
58,1,8,365,10,0,0
58,1,10,365,10,0,0
58,1,12,365,10,0,1
58,1,14,365,10,0,1
58,1,16,365,10,0,1
58,1,18,365,10,0,1
58,1,-2,365,-10,0,1
58,1,-4,365,-10,0,1
58,1,-6,365,-10,0,1
58,1,-8,365,-10,0,1
58,1,-10,365,-10,0,1
58,1,-12,365,-10,0,0
58,1,-14,365,-10,0,0
58,1,-16,365,-10,0,0
58,1,-18,365,-10,0,0
59,1,2,365,10,0,0
59,1,4,365,10,0,0
59,1,6,365,10,0,0
59,1,8,365,10,0,0
59,1,10,365,10,0,0
59,1,12,365,10,0,1
59,1,14,365,10,0,1
59,1,16,365,10,0,1
59,1,18,365,10,0,1
59,1,-2,365,-10,0,1
59,1,-4,365,-10,0,1
59,1,-6,365,-10,0,1
59,1,-8,365,-10,0,1
59,1,-10,365,-10,0,0
59,1,-12,365,-10,0,0
59,1,-14,365,-10,0,0
59,1,-16,365,-10,0,0
59,1,-18,365,-10,0,0
60,1,2,365,10,0,0
60,1,4,365,10,0,0
60,1,6,365,10,0,0
60,1,8,365,10,0,0
60,1,10,365,10,0,0
60,1,12,365,10,0,0
60,1,14,365,10,0,0
60,1,16,365,10,0,0
60,1,18,365,10,0,0
60,1,-2,365,-10,0,0
60,1,-4,365,-10,0,0
60,1,-6,365,-10,0,0
60,1,-8,365,-10,0,0
60,1,-10,365,-10,0,0
60,1,-12,365,-10,0,0
60,1,-14,365,-10,0,0
60,1,-16,365,-10,0,0
60,1,-18,365,-10,0,0
61,1,2,365,10,0,0
61,1,4,365,10,0,0
61,1,6,365,10,0,0
61,1,8,365,10,0,0
61,1,10,365,10,0,0
61,1,12,365,10,0,0
61,1,14,365,10,0,0
61,1,16,365,10,0,0
61,1,18,365,10,0,0
61,1,-2,365,-10,0,0
61,1,-4,365,-10,0,0
61,1,-6,365,-10,0,0
61,1,-8,365,-10,0,0
61,1,-10,365,-10,0,0
61,1,-12,365,-10,0,0
61,1,-14,365,-10,0,0
61,1,-16,365,-10,0,0
61,1,-18,365,-10,0,0
62,1,2,365,10,0,0
62,1,4,365,10,0,0
62,1,6,365,10,0,0
62,1,8,365,10,0,0
62,1,10,365,10,0,0
62,1,12,365,10,0,0
62,1,14,365,10,0,0
62,1,16,365,10,0,0
62,1,18,365,10,0,0
62,1,-2,365,-10,0,0
62,1,-4,365,-10,0,0
62,1,-6,365,-10,0,0
62,1,-8,365,-10,0,0
62,1,-10,365,-10,0,0
62,1,-12,365,-10,0,0
62,1,-14,365,-10,0,0
62,1,-16,365,-10,0,0
62,1,-18,365,-10,0,0
63,1,2,365,10,0,0
63,1,4,365,10,0,0
63,1,6,365,10,0,0
63,1,8,365,10,0,0
63,1,10,365,10,0,0
63,1,12,365,10,0,0
63,1,14,365,10,0,1
63,1,16,365,10,0,1
63,1,18,365,10,0,1
63,1,-2,365,-10,0,1
63,1,-4,365,-10,0,1
63,1,-6,365,-10,0,0
63,1,-8,365,-10,0,0
63,1,-10,365,-10,0,0
63,1,-12,365,-10,0,0
63,1,-14,365,-10,0,0
63,1,-16,365,-10,0,0
63,1,-18,365,-10,0,0
64,1,2,365,10,0,0
64,1,4,365,10,0,0
64,1,6,365,10,0,0
64,1,8,365,10,0,0
64,1,10,365,10,0,0
64,1,12,365,10,0,0
64,1,14,365,10,0,0
64,1,16,365,10,0,0
64,1,18,365,10,0,1
64,1,-2,365,-10,0,1
64,1,-4,365,-10,0,1
64,1,-6,365,-10,0,1
64,1,-8,365,-10,0,0
64,1,-10,365,-10,0,0
64,1,-12,365,-10,0,0
64,1,-14,365,-10,0,0
64,1,-16,365,-10,0,0
64,1,-18,365,-10,0,0
65,1,2,365,10,0,0
65,1,4,365,10,0,0
65,1,6,365,10,0,0
65,1,8,365,10,0,0
65,1,10,365,10,0,0
65,1,12,365,10,0,1
65,1,14,365,10,0,1
65,1,16,365,10,0,1
65,1,18,365,10,0,1
65,1,-2,365,-10,0,1
65,1,-4,365,-10,0,1
65,1,-6,365,-10,0,1
65,1,-8,365,-10,0,0
65,1,-10,365,-10,0,0
65,1,-12,365,-10,0,0
65,1,-14,365,-10,0,0
65,1,-16,365,-10,0,0
65,1,-18,365,-10,0,0
66,1,2,365,10,0,0
66,1,4,365,10,0,0
66,1,6,365,10,0,0
66,1,8,365,10,0,0
66,1,10,365,10,0,0
66,1,12,365,10,0,0
66,1,14,365,10,0,0
66,1,16,365,10,0,1
66,1,18,365,10,0,1
66,1,-2,365,-10,0,1
66,1,-4,365,-10,0,0
66,1,-6,365,-10,0,0
66,1,-8,365,-10,0,0
66,1,-10,365,-10,0,0
66,1,-12,365,-10,0,0
66,1,-14,365,-10,0,0
66,1,-16,365,-10,0,0
66,1,-18,365,-10,0,0
67,1,2,365,10,0,0
67,1,4,365,10,0,0
67,1,6,365,10,0,0
67,1,8,365,10,0,0
67,1,10,365,10,0,0
67,1,12,365,10,0,0
67,1,14,365,10,0,0
67,1,16,365,10,0,0
67,1,18,365,10,0,0
67,1,-2,365,-10,0,0
67,1,-4,365,-10,0,0
67,1,-6,365,-10,0,0
67,1,-8,365,-10,0,0
67,1,-10,365,-10,0,0
67,1,-12,365,-10,0,0
67,1,-14,365,-10,0,0
67,1,-16,365,-10,0,0
67,1,-18,365,-10,0,0
68,1,2,365,10,0,0
68,1,4,365,10,0,0
68,1,6,365,10,0,0
68,1,8,365,10,0,0
68,1,10,365,10,0,0
68,1,12,365,10,0,0
68,1,14,365,10,0,0
68,1,16,365,10,0,1
68,1,18,365,10,0,1
68,1,-2,365,-10,0,0
68,1,-4,365,-10,0,0
68,1,-6,365,-10,0,0
68,1,-8,365,-10,0,0
68,1,-10,365,-10,0,0
68,1,-12,365,-10,0,0
68,1,-14,365,-10,0,0
68,1,-16,365,-10,0,0
68,1,-18,365,-10,0,0
69,1,2,365,10,0,0
69,1,4,365,10,0,0
69,1,6,365,10,0,0
69,1,8,365,10,0,0
69,1,10,365,10,0,0
69,1,12,365,10,0,1
69,1,14,365,10,0,1
69,1,16,365,10,0,1
69,1,18,365,10,0,1
69,1,-2,365,-10,0,1
69,1,-4,365,-10,0,1
69,1,-6,365,-10,0,1
69,1,-8,365,-10,0,1
69,1,-10,365,-10,0,0
69,1,-12,365,-10,0,0
69,1,-14,365,-10,0,0
69,1,-16,365,-10,0,0
69,1,-18,365,-10,0,0
70,1,2,365,10,0,0
70,1,4,365,10,0,0
70,1,6,365,10,0,0
70,1,8,365,10,0,0
70,1,10,365,10,0,0
70,1,12,365,10,0,1
70,1,14,365,10,0,1
70,1,16,365,10,0,1
70,1,18,365,10,0,1
70,1,-2,365,-10,0,0
70,1,-4,365,-10,0,0
70,1,-6,365,-10,0,0
70,1,-8,365,-10,0,0
70,1,-10,365,-10,0,0
70,1,-12,365,-10,0,0
70,1,-14,365,-10,0,0
70,1,-16,365,-10,0,0
70,1,-18,365,-10,0,0
71,2,20,365,100,0,0
71,2,40,365,100,0,0
71,2,60,365,100,0,0
71,2,80,365,100,0,0
71,2,100,365,100,0,0
71,2,120,365,100,0,0
71,2,140,365,100,0,0
71,2,160,365,100,0,0
71,2,180,365,100,0,0
71,2,-20,365,-100,0,1
71,2,-40,365,-100,0,1
71,2,-60,365,-100,0,1
71,2,-80,365,-100,0,1
71,2,-100,365,-100,0,0
71,2,-120,365,-100,0,0
71,2,-140,365,-100,0,0
71,2,-160,365,-100,0,0
71,2,-180,365,-100,0,0
72,2,20,365,100,0,0
72,2,40,365,100,0,0
72,2,60,365,100,0,0
72,2,80,365,100,0,0
72,2,100,365,100,0,0
72,2,120,365,100,0,0
72,2,140,365,100,0,0
72,2,160,365,100,0,0
72,2,180,365,100,0,0
72,2,-20,365,-100,0,0
72,2,-40,365,-100,0,0
72,2,-60,365,-100,0,0
72,2,-80,365,-100,0,0
72,2,-100,365,-100,0,0
72,2,-120,365,-100,0,0
72,2,-140,365,-100,0,0
72,2,-160,365,-100,0,0
72,2,-180,365,-100,0,0
73,2,20,365,100,0,0
73,2,40,365,100,0,0
73,2,60,365,100,0,0
73,2,80,365,100,0,0
73,2,100,365,100,0,0
73,2,120,365,100,0,1
73,2,140,365,100,0,1
73,2,160,365,100,0,1
73,2,180,365,100,0,1
73,2,-20,365,-100,0,0
73,2,-40,365,-100,0,0
73,2,-60,365,-100,0,0
73,2,-80,365,-100,0,0
73,2,-100,365,-100,0,0
73,2,-120,365,-100,0,0
73,2,-140,365,-100,0,0
73,2,-160,365,-100,0,0
73,2,-180,365,-100,0,0
74,2,20,365,100,0,0
74,2,40,365,100,0,0
74,2,60,365,100,0,0
74,2,80,365,100,0,0
74,2,100,365,100,0,0
74,2,120,365,100,0,1
74,2,140,365,100,0,1
74,2,160,365,100,0,1
74,2,180,365,100,0,1
74,2,-20,365,-100,0,1
74,2,-40,365,-100,0,1
74,2,-60,365,-100,0,1
74,2,-80,365,-100,0,1
74,2,-100,365,-100,0,0
74,2,-120,365,-100,0,0
74,2,-140,365,-100,0,0
74,2,-160,365,-100,0,0
74,2,-180,365,-100,0,0
75,2,20,365,100,0,1
75,2,40,365,100,0,1
75,2,60,365,100,0,1
75,2,80,365,100,0,1
75,2,100,365,100,0,1
75,2,120,365,100,0,1
75,2,140,365,100,0,1
75,2,160,365,100,0,1
75,2,180,365,100,0,1
75,2,-20,365,-100,0,0
75,2,-40,365,-100,0,0
75,2,-60,365,-100,0,0
75,2,-80,365,-100,0,0
75,2,-100,365,-100,0,0
75,2,-120,365,-100,0,0
75,2,-140,365,-100,0,0
75,2,-160,365,-100,0,0
75,2,-180,365,-100,0,0
76,2,20,365,100,0,0
76,2,40,365,100,0,0
76,2,60,365,100,0,0
76,2,80,365,100,0,0
76,2,100,365,100,0,0
76,2,120,365,100,0,0
76,2,140,365,100,0,0
76,2,160,365,100,0,0
76,2,180,365,100,0,0
76,2,-20,365,-100,0,0
76,2,-40,365,-100,0,0
76,2,-60,365,-100,0,0
76,2,-80,365,-100,0,0
76,2,-100,365,-100,0,0
76,2,-120,365,-100,0,0
76,2,-140,365,-100,0,0
76,2,-160,365,-100,0,0
76,2,-180,365,-100,0,0
77,2,20,365,100,0,1
77,2,40,365,100,0,1
77,2,60,365,100,0,1
77,2,80,365,100,0,1
77,2,100,365,100,0,1
77,2,120,365,100,0,1
77,2,140,365,100,0,1
77,2,160,365,100,0,1
77,2,180,365,100,0,1
77,2,-20,365,-100,0,0
77,2,-40,365,-100,0,0
77,2,-60,365,-100,0,0
77,2,-80,365,-100,0,0
77,2,-100,365,-100,0,0
77,2,-120,365,-100,0,0
77,2,-140,365,-100,0,0
77,2,-160,365,-100,0,0
77,2,-180,365,-100,0,0
78,2,20,365,100,0,0
78,2,40,365,100,0,1
78,2,60,365,100,0,1
78,2,80,365,100,0,1
78,2,100,365,100,0,1
78,2,120,365,100,0,1
78,2,140,365,100,0,1
78,2,160,365,100,0,1
78,2,180,365,100,0,1
78,2,-20,365,-100,0,0
78,2,-40,365,-100,0,0
78,2,-60,365,-100,0,0
78,2,-80,365,-100,0,0
78,2,-100,365,-100,0,0
78,2,-120,365,-100,0,0
78,2,-140,365,-100,0,0
78,2,-160,365,-100,0,0
78,2,-180,365,-100,0,0
79,2,20,365,100,0,0
79,2,40,365,100,0,0
79,2,60,365,100,0,0
79,2,80,365,100,0,0
79,2,100,365,100,0,0
79,2,120,365,100,0,1
79,2,140,365,100,0,1
79,2,160,365,100,0,1
79,2,180,365,100,0,1
79,2,-20,365,-100,0,0
79,2,-40,365,-100,0,0
79,2,-60,365,-100,0,0
79,2,-80,365,-100,0,0
79,2,-100,365,-100,0,0
79,2,-120,365,-100,0,0
79,2,-140,365,-100,0,0
79,2,-160,365,-100,0,0
79,2,-180,365,-100,0,0
80,2,20,365,100,0,0
80,2,40,365,100,0,0
80,2,60,365,100,0,0
80,2,80,365,100,0,0
80,2,100,365,100,0,0
80,2,120,365,100,0,1
80,2,140,365,100,0,1
80,2,160,365,100,0,1
80,2,180,365,100,0,1
80,2,-20,365,-100,0,1
80,2,-40,365,-100,0,1
80,2,-60,365,-100,0,1
80,2,-80,365,-100,0,1
80,2,-100,365,-100,0,1
80,2,-120,365,-100,0,0
80,2,-140,365,-100,0,0
80,2,-160,365,-100,0,0
80,2,-180,365,-100,0,0
81,2,20,365,100,0,0
81,2,40,365,100,0,0
81,2,60,365,100,0,0
81,2,80,365,100,0,0
81,2,100,365,100,0,0
81,2,120,365,100,0,1
81,2,140,365,100,0,1
81,2,160,365,100,0,1
81,2,180,365,100,0,1
81,2,-20,365,-100,0,1
81,2,-40,365,-100,0,1
81,2,-60,365,-100,0,1
81,2,-80,365,-100,0,1
81,2,-100,365,-100,0,1
81,2,-120,365,-100,0,0
81,2,-140,365,-100,0,0
81,2,-160,365,-100,0,0
81,2,-180,365,-100,0,0
82,2,20,365,100,0,0
82,2,40,365,100,0,0
82,2,60,365,100,0,0
82,2,80,365,100,0,0
82,2,100,365,100,0,0
82,2,120,365,100,0,1
82,2,140,365,100,0,1
82,2,160,365,100,0,1
82,2,180,365,100,0,1
82,2,-20,365,-100,0,1
82,2,-40,365,-100,0,1
82,2,-60,365,-100,0,1
82,2,-80,365,-100,0,1
82,2,-100,365,-100,0,1
82,2,-120,365,-100,0,0
82,2,-140,365,-100,0,0
82,2,-160,365,-100,0,0
82,2,-180,365,-100,0,0
83,2,20,365,100,0,0
83,2,40,365,100,0,0
83,2,60,365,100,0,0
83,2,80,365,100,0,0
83,2,100,365,100,0,0
83,2,120,365,100,0,0
83,2,140,365,100,0,1
83,2,160,365,100,0,1
83,2,180,365,100,0,1
83,2,-20,365,-100,0,1
83,2,-40,365,-100,0,1
83,2,-60,365,-100,0,1
83,2,-80,365,-100,0,1
83,2,-100,365,-100,0,1
83,2,-120,365,-100,0,0
83,2,-140,365,-100,0,0
83,2,-160,365,-100,0,0
83,2,-180,365,-100,0,0
84,2,20,365,100,0,0
84,2,40,365,100,0,0
84,2,60,365,100,0,0
84,2,80,365,100,0,0
84,2,100,365,100,0,0
84,2,120,365,100,0,0
84,2,140,365,100,0,0
84,2,160,365,100,0,0
84,2,180,365,100,0,0
84,2,-20,365,-100,0,1
84,2,-40,365,-100,0,1
84,2,-60,365,-100,0,1
84,2,-80,365,-100,0,1
84,2,-100,365,-100,0,1
84,2,-120,365,-100,0,0
84,2,-140,365,-100,0,0
84,2,-160,365,-100,0,0
84,2,-180,365,-100,0,0
85,2,20,365,100,0,0
85,2,40,365,100,0,0
85,2,60,365,100,0,0
85,2,80,365,100,0,0
85,2,100,365,100,0,0
85,2,120,365,100,0,1
85,2,140,365,100,0,1
85,2,160,365,100,0,1
85,2,180,365,100,0,1
85,2,-20,365,-100,0,1
85,2,-40,365,-100,0,1
85,2,-60,365,-100,0,1
85,2,-80,365,-100,0,1
85,2,-100,365,-100,0,1
85,2,-120,365,-100,0,0
85,2,-140,365,-100,0,0
85,2,-160,365,-100,0,0
85,2,-180,365,-100,0,0
86,2,20,365,100,0,0
86,2,40,365,100,0,0
86,2,60,365,100,0,0
86,2,80,365,100,0,0
86,2,100,365,100,0,0
86,2,120,365,100,0,0
86,2,140,365,100,0,1
86,2,160,365,100,0,1
86,2,180,365,100,0,1
86,2,-20,365,-100,0,1
86,2,-40,365,-100,0,1
86,2,-60,365,-100,0,1
86,2,-80,365,-100,0,1
86,2,-100,365,-100,0,0
86,2,-120,365,-100,0,0
86,2,-140,365,-100,0,0
86,2,-160,365,-100,0,0
86,2,-180,365,-100,0,0
87,2,20,365,100,0,0
87,2,40,365,100,0,0
87,2,60,365,100,0,0
87,2,80,365,100,0,0
87,2,100,365,100,0,0
87,2,120,365,100,0,0
87,2,140,365,100,0,1
87,2,160,365,100,0,1
87,2,180,365,100,0,1
87,2,-20,365,-100,0,0
87,2,-40,365,-100,0,0
87,2,-60,365,-100,0,0
87,2,-80,365,-100,0,0
87,2,-100,365,-100,0,0
87,2,-120,365,-100,0,0
87,2,-140,365,-100,0,0
87,2,-160,365,-100,0,0
87,2,-180,365,-100,0,0
88,2,20,365,100,0,0
88,2,40,365,100,0,0
88,2,60,365,100,0,0
88,2,80,365,100,0,0
88,2,100,365,100,0,0
88,2,120,365,100,0,1
88,2,140,365,100,0,1
88,2,160,365,100,0,1
88,2,180,365,100,0,1
88,2,-20,365,-100,0,0
88,2,-40,365,-100,0,0
88,2,-60,365,-100,0,0
88,2,-80,365,-100,0,0
88,2,-100,365,-100,0,0
88,2,-120,365,-100,0,0
88,2,-140,365,-100,0,0
88,2,-160,365,-100,0,0
88,2,-180,365,-100,0,0
89,2,20,365,100,0,0
89,2,40,365,100,0,0
89,2,60,365,100,0,0
89,2,80,365,100,0,0
89,2,100,365,100,0,0
89,2,120,365,100,0,0
89,2,140,365,100,0,0
89,2,160,365,100,0,0
89,2,180,365,100,0,0
89,2,-20,365,-100,0,1
89,2,-40,365,-100,0,1
89,2,-60,365,-100,0,1
89,2,-80,365,-100,0,1
89,2,-100,365,-100,0,1
89,2,-120,365,-100,0,1
89,2,-140,365,-100,0,1
89,2,-160,365,-100,0,0
89,2,-180,365,-100,0,0
90,2,20,365,100,0,0
90,2,40,365,100,0,0
90,2,60,365,100,0,0
90,2,80,365,100,0,0
90,2,100,365,100,0,0
90,2,120,365,100,0,0
90,2,140,365,100,0,1
90,2,160,365,100,0,1
90,2,180,365,100,0,1
90,2,-20,365,-100,0,1
90,2,-40,365,-100,0,1
90,2,-60,365,-100,0,1
90,2,-80,365,-100,0,1
90,2,-100,365,-100,0,1
90,2,-120,365,-100,0,1
90,2,-140,365,-100,0,1
90,2,-160,365,-100,0,0
90,2,-180,365,-100,0,0
91,2,20,365,100,0,0
91,2,40,365,100,0,0
91,2,60,365,100,0,0
91,2,80,365,100,0,0
91,2,100,365,100,0,0
91,2,120,365,100,0,1
91,2,140,365,100,0,1
91,2,160,365,100,0,1
91,2,180,365,100,0,1
91,2,-20,365,-100,0,1
91,2,-40,365,-100,0,1
91,2,-60,365,-100,0,1
91,2,-80,365,-100,0,1
91,2,-100,365,-100,0,0
91,2,-120,365,-100,0,0
91,2,-140,365,-100,0,0
91,2,-160,365,-100,0,0
91,2,-180,365,-100,0,0
92,2,20,365,100,0,1
92,2,40,365,100,0,1
92,2,60,365,100,0,1
92,2,80,365,100,0,1
92,2,100,365,100,0,1
92,2,120,365,100,0,1
92,2,140,365,100,0,1
92,2,160,365,100,0,1
92,2,180,365,100,0,1
92,2,-20,365,-100,0,1
92,2,-40,365,-100,0,1
92,2,-60,365,-100,0,1
92,2,-80,365,-100,0,1
92,2,-100,365,-100,0,0
92,2,-120,365,-100,0,0
92,2,-140,365,-100,0,0
92,2,-160,365,-100,0,0
92,2,-180,365,-100,0,0
93,2,20,365,100,0,0
93,2,40,365,100,0,0
93,2,60,365,100,0,0
93,2,80,365,100,0,0
93,2,100,365,100,0,0
93,2,120,365,100,0,0
93,2,140,365,100,0,0
93,2,160,365,100,0,0
93,2,180,365,100,0,1
93,2,-20,365,-100,0,1
93,2,-40,365,-100,0,1
93,2,-60,365,-100,0,0
93,2,-80,365,-100,0,0
93,2,-100,365,-100,0,0
93,2,-120,365,-100,0,0
93,2,-140,365,-100,0,0
93,2,-160,365,-100,0,0
93,2,-180,365,-100,0,0
94,2,20,365,100,0,0
94,2,40,365,100,0,0
94,2,60,365,100,0,0
94,2,80,365,100,0,0
94,2,100,365,100,0,0
94,2,120,365,100,0,0
94,2,140,365,100,0,0
94,2,160,365,100,0,0
94,2,180,365,100,0,0
94,2,-20,365,-100,0,1
94,2,-40,365,-100,0,1
94,2,-60,365,-100,0,1
94,2,-80,365,-100,0,1
94,2,-100,365,-100,0,1
94,2,-120,365,-100,0,0
94,2,-140,365,-100,0,0
94,2,-160,365,-100,0,0
94,2,-180,365,-100,0,0
95,2,20,365,100,0,0
95,2,40,365,100,0,0
95,2,60,365,100,0,0
95,2,80,365,100,0,0
95,2,100,365,100,0,0
95,2,120,365,100,0,0
95,2,140,365,100,0,1
95,2,160,365,100,0,1
95,2,180,365,100,0,1
95,2,-20,365,-100,0,1
95,2,-40,365,-100,0,1
95,2,-60,365,-100,0,1
95,2,-80,365,-100,0,1
95,2,-100,365,-100,0,1
95,2,-120,365,-100,0,0
95,2,-140,365,-100,0,0
95,2,-160,365,-100,0,0
95,2,-180,365,-100,0,0
96,2,20,365,100,0,0
96,2,40,365,100,0,0
96,2,60,365,100,0,0
96,2,80,365,100,0,0
96,2,100,365,100,0,0
96,2,120,365,100,0,0
96,2,140,365,100,0,0
96,2,160,365,100,0,0
96,2,180,365,100,0,0
96,2,-20,365,-100,0,1
96,2,-40,365,-100,0,1
96,2,-60,365,-100,0,1
96,2,-80,365,-100,0,1
96,2,-100,365,-100,0,1
96,2,-120,365,-100,0,0
96,2,-140,365,-100,0,0
96,2,-160,365,-100,0,0
96,2,-180,365,-100,0,0
97,2,20,365,100,0,0
97,2,40,365,100,0,0
97,2,60,365,100,0,0
97,2,80,365,100,0,0
97,2,100,365,100,0,0
97,2,120,365,100,0,0
97,2,140,365,100,0,0
97,2,160,365,100,0,1
97,2,180,365,100,0,1
97,2,-20,365,-100,0,1
97,2,-40,365,-100,0,1
97,2,-60,365,-100,0,1
97,2,-80,365,-100,0,1
97,2,-100,365,-100,0,1
97,2,-120,365,-100,0,0
97,2,-140,365,-100,0,0
97,2,-160,365,-100,0,0
97,2,-180,365,-100,0,0
98,2,20,365,100,0,0
98,2,40,365,100,0,0
98,2,60,365,100,0,0
98,2,80,365,100,0,0
98,2,100,365,100,0,0
98,2,120,365,100,0,1
98,2,140,365,100,0,1
98,2,160,365,100,0,1
98,2,180,365,100,0,1
98,2,-20,365,-100,0,1
98,2,-40,365,-100,0,1
98,2,-60,365,-100,0,1
98,2,-80,365,-100,0,1
98,2,-100,365,-100,0,0
98,2,-120,365,-100,0,0
98,2,-140,365,-100,0,0
98,2,-160,365,-100,0,0
98,2,-180,365,-100,0,0
99,2,20,365,100,0,0
99,2,40,365,100,0,0
99,2,60,365,100,0,0
99,2,80,365,100,0,0
99,2,100,365,100,0,0
99,2,120,365,100,0,1
99,2,140,365,100,0,1
99,2,160,365,100,0,1
99,2,180,365,100,0,1
99,2,-20,365,-100,0,1
99,2,-40,365,-100,0,1
99,2,-60,365,-100,0,1
99,2,-80,365,-100,0,1
99,2,-100,365,-100,0,0
99,2,-120,365,-100,0,0
99,2,-140,365,-100,0,0
99,2,-160,365,-100,0,0
99,2,-180,365,-100,0,0
100,2,20,365,100,0,0
100,2,40,365,100,0,0
100,2,60,365,100,0,0
100,2,80,365,100,0,0
100,2,100,365,100,0,0
100,2,120,365,100,0,0
100,2,140,365,100,0,0
100,2,160,365,100,0,0
100,2,180,365,100,0,0
100,2,-20,365,-100,0,0
100,2,-40,365,-100,0,0
100,2,-60,365,-100,0,0
100,2,-80,365,-100,0,0
100,2,-100,365,-100,0,0
100,2,-120,365,-100,0,0
100,2,-140,365,-100,0,0
100,2,-160,365,-100,0,0
100,2,-180,365,-100,0,0
101,2,20,365,100,0,0
101,2,40,365,100,0,0
101,2,60,365,100,0,0
101,2,80,365,100,0,0
101,2,100,365,100,0,0
101,2,120,365,100,0,1
101,2,140,365,100,0,1
101,2,160,365,100,0,1
101,2,180,365,100,0,1
101,2,-20,365,-100,0,1
101,2,-40,365,-100,0,1
101,2,-60,365,-100,0,1
101,2,-80,365,-100,0,1
101,2,-100,365,-100,0,0
101,2,-120,365,-100,0,0
101,2,-140,365,-100,0,0
101,2,-160,365,-100,0,0
101,2,-180,365,-100,0,0
102,2,20,365,100,0,0
102,2,40,365,100,0,0
102,2,60,365,100,0,0
102,2,80,365,100,0,0
102,2,100,365,100,0,0
102,2,120,365,100,0,1
102,2,140,365,100,0,1
102,2,160,365,100,0,1
102,2,180,365,100,0,1
102,2,-20,365,-100,0,0
102,2,-40,365,-100,0,0
102,2,-60,365,-100,0,0
102,2,-80,365,-100,0,0
102,2,-100,365,-100,0,0
102,2,-120,365,-100,0,0
102,2,-140,365,-100,0,0
102,2,-160,365,-100,0,0
102,2,-180,365,-100,0,0
103,2,20,365,100,0,0
103,2,40,365,100,0,0
103,2,60,365,100,0,0
103,2,80,365,100,0,0
103,2,100,365,100,0,0
103,2,120,365,100,0,1
103,2,140,365,100,0,1
103,2,160,365,100,0,1
103,2,180,365,100,0,1
103,2,-20,365,-100,0,0
103,2,-40,365,-100,0,0
103,2,-60,365,-100,0,0
103,2,-80,365,-100,0,0
103,2,-100,365,-100,0,0
103,2,-120,365,-100,0,0
103,2,-140,365,-100,0,0
